"","시도명","시군구명","도로종류","도로노선번호","도로노선명","도로노선방향","소재지도로명주소","소재지지번주소","위도"
"1","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 2566",37.362615128
"2","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 2554",37.364819132
"3","경기도","안산시","일반국도","39번","중앙대로",3,"","경기도 안산시 단원구 고잔동 821",37.316294613
"4","경기도","안산시","시도","해당없음","해안로",3,"","경기도 안산시 상록구 사동 1636",37.297799
"5","경기도","안성시","시도","해당없음","안성맞춤대로",3,"","경기도 안성시 미양면 양변리 260-2",36.952602
"6","경기도","수원시","시도","해당없음","월드컵로",3,"","경기도 수원시 팔달구 우만동 293-12",37.290316
"7","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 장안구 영화동 375-28",37.285708438
"8","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 장안구 영화동 349-7",37.287230971
"9","경기도","수원시","시도","해당없음","서부로",3,"","경기도 수원시 장안구 이목동 243-22",37.316387
"10","경기도","수원시","시도","해당없음","권선로",3,"","경기도 수원시 권선구 세류동 227-12",37.263752
"11","경기도","수원시","시도","해당없음","오목천로",3,"","경기도 수원시 권선구 오목천동 438-5",37.240155525
"12","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 팔달구 고등동 169-2",37.276549
"13","경기도","광명시","시도","해당없음","오리로",3,"","경기도 광명시 일직동 228-1",37.41808975
"14","경기도","안양시","시도","해당없음","충훈로",3,"","경기도 안양시 만안구 석수동 796-9",37.407224618
"15","경기도","이천시","시도","12번","서이천로",3,"","경기도 이천시 마장면 표교리 540-11",37.253296
"16","경기도","수원시","시도","해당없음","구운로85번길",3,"","경기도 수원시 권선구 구운동 924-3",37.28117316
"17","경기도","부천시","일반국도","39번","벌말로",3,"","경기도 부천시 대장동 675-22",37.541947
"18","경기도","부천시","시도","해당없음","중동로",3,"","경기도 부천시 중동 45-15",37.510654436
"19","경기도","부천시","시도","해당없음","상이로",3,"","경기도 부천시 상동 586-3",37.494171212
"20","경기도","부천시","시도","해당없음","조마루로",3,"","경기도 부천시 중동 1174",37.499308762
"21","경기도","부천시","시도","해당없음","상일로",3,"","경기도 부천시 상동 473",37.491605779
"22","경기도","부천시","시도","해당없음","범안로",3,"","경기도 부천시 계수동 67-12",37.460291
"23","경기도","부천시","시도","해당없음","장말로",3,"","경기도 부천시 상동 418-1",37.493377265
"24","경기도","부천시","시도","해당없음","석천로",3,"","경기도 부천시 중동 1228-1",37.508304487
"25","경기도","용인시","일반국도","17번","죽양대로",3,"","경기도 용인시 처인구 양지면 평창리 808-2",37.219411458
"26","경기도","수원시","시도","해당없음","센트럴파크로",3,"","경기도 수원시 영통구 이의동 1381-6",37.291018
"27","경기도","수원시","시도","해당없음","센트럴파크로",3,"","경기도 수원시 영통구 이의동 1381-6",37.290702
"28","경기도","평택시","일반국도","77번","포승향남로",3,"","경기도 평택시 포승읍 도곡리 1206",36.988536
"29","경기도","화성시","일반국도","77번","포승향남로",3,"","경기도 화성시 우정읍 이화리 산 58-8",37.042380896
"30","경기도","시흥시","일반국도","39번","수인로",3,"","경기도 시흥시 군자동 121-3",37.363013
"31","경기도","김포시","시도","해당없음","김포한강1로",3,"","경기도 김포시 운양동 1304-11",37.650665
"32","경기도","김포시","지방도","355번","흥신로",3,"","경기도 김포시 양촌읍 흥신리 352-3",37.675153
"33","경기도","안산시","시도","해당없음","용신로",3,"","경기도 안산시 상록구 본오동 874-7",37.301732
"34","경기도","안산시","시도","해당없음","신안산대학로",3,"","경기도 안산시 단원구 초지동747-3",37.304094
"35","경기도","안산시","시도","해당없음","대부황금로",3,"","경기도 안산시 단원구 대부북동 1855-42",37.277923882
"36","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2",37.615586
"37","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2",37.615586
"38","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2",37.615586
"39","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.635729
"40","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.635735
"41","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.635742
"42","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.635697
"43","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.63577047
"44","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1",37.635683
"45","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1",37.615587
"46","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1",37.615587
"47","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1",37.615587
"48","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 1772-6",37.38524598
"49","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 1775-1",37.385270769
"50","경기도","양평군","군도","12번","중앙로",3,"","경기도 양평군 양평읍 공흥리 750-4",37.495035327
"51","경기도","수원시","시도","해당없음","권선로",3,"","경기도 수원시 영통구 신동 529-15",37.248467
"52","경기도","화성시","지방도","318번","시청로",3,"","경기도 화성시 남양읍 남양리 2144-3",37.20029261
"53","경기도","의왕시","일반국도","1번","경수대로",3,"","경기도 의왕시 오전동 118-7",37.358543159
"54","경기도","의왕시","지방도","57번","안양판교로",3,"","경기도 의왕시 청계동 530-4",37.39261528
"55","경기도","시흥시","일반국도","77번","서해안로",3,"","경기도 시흥시 정왕동 1773-5",37.368092
"56","경기도","시흥시","일반국도","77번","서해안로",3,"","경기도 시흥시 정왕동 1776",37.368101
"57","경기도","이천시","시도","해당없음","남이천로",3,"","경기도 이천시 모가면 어농리 482-2",37.18133663
"58","경기도","성남시","고속국도","171번","용인-서울",3,"","경기도 성남시 분당구 운중동 914-1",37.384982017
"59","경기도","시흥시","시도","해당없음","동서로",3,"","경기도 시흥시 하중동 794-4",37.384695
"60","경기도","이천시","지방도","337번","황무로",3,"","경기도 이천시 신둔면 인후리 218",37.304979
"61","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 팔곡일동 605-13",37.299995
"62","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 일동 706",37.310031
"63","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 장상동 210-2",37.352595355
"64","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 일동 648",37.302797831
"65","경기도","안산시","시도","해당없음","동산로",3,"","경기도 안산시 단원구 초지동 606-1",37.324875823
"66","경기도","안산시","시도","해당없음","화랑로",3,"","경기도 안산시 단원구 고잔동 666-1",37.321660167
"67","경기도","안산시","시도","해당없음","해안로",3,"","경기도 안산시 상록구 사동 1432",37.282121
"68","경기도","용인시","시도","해당없음","신봉1로",3,"","경기도 용인시 수지구 신봉동 1004",37.3284882
"69","경기도","용인시","시도","해당없음","용구대로 2469번길",3,"","경기도 용인시 기흥구 보정동 265-1",37.321694801
"70","경기도","용인시","시도","해당없음","용구대로",3,"","경기도 용인시 기흥구 보정동 573-19",37.315041871
"71","경기도","용인시","지방도","315번","중부대로",3,"","경기도 용인시 기흥구 상하동 59-1",37.251331814
"72","경기도","용인시","지방도","321번","백자로",3,"","경기도 용인시 처인구 이동읍 서리 692-1",37.211634
"73","경기도","용인시","시도","해당없음","석성로",3,"","경기도 용인시 처인구 포곡읍 마성리 553-2",37.281171257
"74","경기도","용인시","일반국도","45번","백옥대로",3,"","경기도 용인시 처인구 모현읍 왕산리 425-8",37.334786
"75","경기도","동두천시","시도","중1-19","지행로",3,"경기도 동두천시 지행로 50","경기도 동두천시 지행동 718-2",37.89209058
"76","경기도","동두천시","시도","중2-2","중앙로",3,"경기도 동두천시 중앙로 306","경기도 동두천시 생연동 611-76",37.90875334
"77","경기도","동두천시","지방도","364번","삼육사로",3,"경기도 동두천시 삼육사로 975","경기도 동두천시 생연동 370-2",37.89930865
"78","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2419","경기도 동두천시 생연동 447-1",37.90389134
"79","경기도","동두천시","시도","소3-147","중앙로",3,"경기도 동두천시 중앙로 267","경기도 동두천시 생연동 593-6",37.90536676
"80","경기도","동두천시","시도","중1-19","중앙로",3,"경기도 동두천시 중앙로 185","경기도 동두천시 생연동 714-7",37.89818693
"81","경기도","동두천시","시도","소3-149","중앙로",3,"경기도 동두천시 중앙로 285","경기도 동두천시 생연동 607-10",37.90700941
"82","경기도","동두천시","시도","중1-2","중앙로",3,"경기도 동두천시 중앙로 366","경기도 동두천시 생연동 538-8",37.91293045
"83","경기도","동두천시","시도","중2-40","중앙로",3,"경기도 동두천시 중앙로 110-32","경기도 동두천시 지행동 722-11",37.89093459
"84","경기도","동두천시","시도","중1-22","지행로",3,"경기도 동두천시 지행로 38","경기도 동두천시 지행동 717-4",37.89214877
"85","경기도","동두천시","시도","중1-23","중앙로",3,"경기도 동두천시 중앙로 110-18","경기도 동두천시 지행동 722-1",37.89088258
"86","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2285","경기도 동두천시 지행동 424-1",37.89187745
"87","경기도","동두천시","시도","중1-19","장고갯로",3,"경기도 동두천시 장고갯로 287","경기도 동두천시 보산동 438-17",37.91631503
"88","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-12","경기도 동두천시 지행동 694",37.89310476
"89","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-22","경기도 동두천시 지행동 694-6",37.89300077
"90","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2924","경기도 동두천시 상봉암동 131-1",37.94769563
"91","경기도","동두천시","시도","중1-23","동두천로",3,"경기도 동두천시 동두천로 111","경기도 동두천시 지행동 721-4",37.89139817
"92","경기도","동두천시","시도","중2-39","중앙로",3,"경기도 동두천시 중앙로 110-23","경기도 동두천시 지행동 719-2",37.89162778
"93","경기도","동두천시","시도","소2-80","어수로",3,"경기도 동두천시 어수로83번길 37","경기도 동두천시 생연동 660-10",37.90441037
"94","경기도","동두천시","시도","중1-4","삼육사로",3,"경기도 동두천시 삼육사로 1020","경기도 동두천시 생연동 396-1",37.89958151
"95","경기도","동두천시","시도","중2-39","지행로",3,"경기도 동두천시 지행로 64","경기도 동두천시 지행동 721-1",37.89207032
"96","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2539","경기도 동두천시 보산동 422",37.91431851
"97","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-30","경기도 동두천시 지행동 694-4",37.89315201
"98","경기도","동두천시","시도","소2-63","지행로",3,"경기도 동두천시 지행로 121","경기도 동두천시 지행동 330",37.89250231
"99","경기도","동두천시","시도","중1-19","지행로",3,"경기도 동두천시 지행로 12","경기도 동두천시 지행동 717-2",37.89234116
"100","경기도","안산시","시도","해당없음","성곡로",3,"","경기도 안산시 단원구 신길동 1507",37.336038
"101","경기도","과천시","지방도","309번","과천대로",3,"","경기도 과천시 과천동 산106-6",37.450811
"102","경기도","김포시","일반국도","48번","김포대로",3,"","경기도 김포시 장기동 18-13",37.658725
"103","경기도","부천시","시도","22번","역곡로",3,"","경기도 부천시 작동 201-18",37.510183
"104","경기도","수원시","일반국도","1번","경수대로",3,"","경기도 수원시 장안구 영화동 87",37.294898175
"105","경기도","수원시","시도","해당없음","덕영대로",3,"","경기도 수원시 장안구 율전동 185-2",37.301318807
"106","경기도","시흥시","일반국도","42번","수인로",3,"","경기도 시흥시 조남동 95-2",37.375455
"107","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 일죽면 송천리 569-3",37.094563114
"108","경기도","여주시","일반국도","37번","세종로",3,"","경기도 여주시 교동 33-1",37.275599
"109","경기도","용인시","지방도","43번","포은대로",3,"","경기도 용인시 수지구 풍덕천동 1124-1",37.315023105
"110","경기도","화성시","일반국도","43번","삼천병마로",3,"","경기도 화성시 봉담읍 유리 136-3",37.176511508
"111","경기도","화성시","지방도","309번","서봉로",3,"","경기도 화성시 향남읍 관리5-1",37.130986
"112","경기도","수원시","시도","해당없음","영통로",3,"","경기도 수원시 영통구 망포동 398-1",37.240903
"113","경기도","여주시","지방도","333번","여주남로",3,"","경기도 여주시 월송동 379-6",37.282861
"114","경기도","여주시","일반국도","42번","중부대로",3,"","경기도 여주시 능서면 신지리 22-21",37.298589658
"115","경기도","광주시","시도","7번","도척윗로",3,"","경기도 광주시 도척면 도웅리 125-1",37.334103354
"116","경기도","광주시","시도","7번","도척윗로",3,"","경기도 광주시 도척면 도웅리 127-3",37.33410425
"117","경기도","안양시","시도","해당없음","경수대로",3,"","경기도 안양시 만안구 석수동 100",37.420545
"118","경기도","수원시","시도","해당없음","영통로",3,"","경기도 수원시 영통구 망포동 395-9",37.241242
"119","경기도","수원시","시도","해당없음","봉영로",3,"","경기도 수원시 영통구 영통동 1053-1",37.264739852
"120","경기도","수원시","일반국도","43번","창룡대로",3,"","경기도 수원시 영통구 이의동 1294-7",37.295891
"121","경기도","수원시","일반국도","43번","창룡대로",3,"","경기도 수원시 영통구 이의동 산13-79",37.296027
"122","경기도","이천시","시도","4번","이섭대천로",3,"","경기도 이천시 호법면 매곡리 1182-8",37.217762307
"123","경기도","성남시","시도","해당없음","판교로",3,"","경기도 성남시 분당구 삼평동 722-2",37.403057
"124","경기도","성남시","시도","해당없음","공원로",3,"","경기도 성남시 중원구 중앙동 2376",37.441757892
"125","경기도","수원시","시도","해당없음","덕영대로",3,"","경기도 수원시 장안구 율전동 529",37.299378
"126","경기도","부천시","시도","해당없음","부일로",3,"","경기도 부천시 중동809",37.488457784
"127","경기도","부천시","시도","해당없음","장말로",3,"","경기도 부천시 중동 881-4",37.492326
"128","경기도","부천시","시도","해당없음","도약로",3,"","경기도 부천시 상동 525-3",37.509400809
"129","경기도","부천시","시도","22번","역곡로",3,"","경기도 부천시 작동 122-3",37.512966
"130","경기도","양평군","일반국도","6번","경강로",3,"","경기도 양평군 청운면 갈운리 492-5",37.540972
"131","경기도","과천시","일반국도","47번","중앙로",3,"","경기도 과천시 과천동 347-10",37.449713518
"132","경기도","평택시","시도","해당없음","포승상단로",3,"","경기도 평택시 포승읍 만호리 676",36.96795259
"133","경기도","평택시","일반국도","38번","서동대로",3,"","경기도 평택시 포승읍 만호리 산 60-1",36.961583
"134","경기도","평택시","일반국도","45번","남북대로",3,"","경기도 평택시 팽성읍 추팔리 204-11",36.971696
"135","경기도","김포시","시도","해당없음","김포한강7로",3,"","경기도 김포시 구래동 6907",37.64402656
"136","경기도","김포시","시도","해당없음","김포한강7로",3,"","경기도 김포시 구래동 6906",37.64352085
"137","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 신곡리 686",37.602694193
"138","경기도","김포시","시도","해당없음","아라육로",3,"","경기도 김포시 고촌읍 전호리 721",37.592720422
"139","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 전호리 647",37.600653147
"140","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 전호리 688",37.60084981
"141","경기도","광명시","시도","해당없음","오리로",3,"","경기도 광명시 소하동 1055-2",37.429352
"142","경기도","부천시","시도","2번","봉오대로",3,"","경기도 부천시 고강동 37",37.536340649
"143","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 삼죽면 진촌리 395-7",37.056502411
"144","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 삼죽면 진촌리 302-12",37.064134
"145","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 신소현동 49-5",37.023006
"146","경기도","이천시","일반국도","42번","중부대로",3,"","경기도 이천시 부발읍 신원리 558-36",37.290366279
"147","경기도","이천시","일반국도","3번","경충대로",3,"","경기도 이천시 부발읍 신하리 207-8",37.263422
"148","경기도","이천시","시도","4번","이섭대천로",3,"","경기도 이천시 호법면 후안리 144-7",37.22046556
"149","경기도","여주시","시도","해당없음","강변북로",3,"","경기도 여주시 현암동 644-3",37.311719
"150","대구광역시","수성","시도","13호선,55호선","신천동로",1,"대구광역시 수성구 신천동로 364","대구광역시 수성구 수성동1가 96-16",35.857289
"151","대구광역시","달서","시도","37호선","송현로",1,"대구광역시 달서구 송현로 156","대구광역시 달서구 송현동 581",35.830883
"152","대구광역시","수성","시도","40호선","달구벌대로",2,"대구광역시 수성구 달구벌대로 2451","대구광역시 수성구 범어동 405-16",35.81687089
"153","대구광역시","성서","일반국도","30","달구벌대로",1,"대구광역시 달서구 달구벌대로 1467","대구광역시 달서구 장기동 427-19",35.84868883
"154","대구광역시","강북","시도","47호선,74호선","구암로",2,"대구광역시 북구 구암로","대구광역시 북구 국우동 1101-12",35.94400091
"155","대구광역시","강북","시도","10호선,13호선","호국로",1,"대구광역시 북구 호국로","대구광역시 북구 서변동 1800",35.92757403
"156","대구광역시","중부","시도","40호선","달구벌대로",1,"대구광역시 중구 달구벌대로 2042","대구광역시 중구 남산동 279",35.86603197
"157","대구광역시","수성","시도","77호선","동대구로",1,"대구광역시 수성구 동대구광역시로 310","대구광역시 수성구 범어동 836",35.85856736
"158","대구광역시","수성","시도","28호선,83호선","청수로",1,"대구광역시 수성구 청수로","대구광역시 수성구 두산동 113",35.83965272
"159","대구광역시","서부","일반국도","30","당산로",1,"대구광역시 달서구 당산로 193","대구광역시 달서구 감삼동 106-3",35.85396739
"160","대구광역시","북부","일반국도","4","노원로",2,"대구광역시 북구 노원로 32","대구광역시 북구 노원동3가 883-3",35.89179402
"161","대구광역시","강북","시도","12호선","서변남로",2,"대구광역시 북구 서변남로","대구광역시 북구 서변동 1372-11",35.913291
"162","대구광역시","중부","시도","시도 번호없음","남산로",2,"대구광역시 중구 남산로 77","대구광역시 중구 남산동 103-11",35.86345834
"163","대구광역시","동부","시도","71호선","송라로",1,"대구광역시 동구 송라로 38","대구광역시 동구 신천동 179-3",35.87077469
"164","대구광역시","동부","시도","67호선","아양로",1,"대구광역시 동구 아양로 147","대구광역시 동구 신암4동 149-34",35.8857661
"165","대구광역시","동부","시도","시도 번호없음","반야월로",2,"대구광역시 동구 반야월로","대구광역시 동구 율하동 840-82",35.87369148
"166","대구광역시","수성","시도","28호선,83호선","청수로",1,"대구광역시 수성구 청수로","대구광역시 수성구 만촌동 1185-3",35.84653643
"167","대구광역시","수성","시도","38호선,51호선","명덕로",1,"대구광역시 수성구 명덕로 378","대구광역시 수성구 수성동1가 272-10",35.85445435
"168","대구광역시","달서","일반국도","30","달구벌대로",1,"대구광역시 달서구 달구벌대로 1760","대구광역시 달서구 두류동 1290-1",35.85779347
"169","대구광역시","달성","지방도","30","가창로",2,"대구광역시 달성군 가창면 가창로 1007","대구광역시 달성군 가창면 용계리 543",35.79593177
"170","대구광역시","달성","일반국도","30","달구벌대로",1,"대구광역시 달성군 다사읍 달구벌대로 844","대구광역시 달성군 다사읍 죽곡리 산 61-2",35.8601499
"171","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1",35.8093973
"172","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1",35.8093973
"173","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1",35.80940601
"174","대구광역시","달서","시도","22호선","앞산순환로",2,"대구광역시 달서구 앞산순환로 12-60","대구광역시 달서구 상인동 1326-1",35.807628
"175","강원도","강릉시","시도","","남산초교길",1,"강원도 강릉시 남산초교길 33","강원도 강릉시 내곡동 125",37.74449004
"176","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 100","강원도 강릉시 유천동 766",37.76001124
"177","강원도","강릉시","시도","","율곡로",1,"강원도 강릉시 율곡로2968번길 10","강원도 강릉시 교동 310-1",37.76730824
"178","강원도","강릉시","시도","","가작로",1,"강원도 강릉시 가작로287번길 20","강원도 강릉시 포남동 1085",37.77276174
"179","강원도","강릉시","시도","","강변로",1,"강원도 강릉시 강변로 114","강원도 강릉시 내곡동 476",37.74368294
"180","강원도","강릉시","시도","","난설헌로",1,"강원도 강릉시 난설헌로 232","강원도 강릉시 초당동 355",37.792895
"181","강원도","강릉시","시도","","수문길",1,"강원도 강릉시 수문길 25","강원도 강릉시 옥천동 111",37.75575677
"182","강원도","강릉시","시도","","경포로",1,"강원도 강릉시 경포로 42","강원도 강릉시 교동 1799-11",37.77144049
"183","강원도","강릉시","시도","","항구로",1,"강원도 강릉시 주문진읍 항구로 40","강원도 강릉시 주문진읍 주문리 329-19",37.89310907
"184","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 64-28","강원도 강릉시 홍제동 577",37.75733899
"185","강원도","강릉시","시도","","교동광장로",1,"강원도 강릉시 교동광장로 138-15","강원도 강릉시 교동 1767",37.76281058
"186","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 강진읍 학명리 446-2",34.619775096
"187","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 강진읍 학명리 447-2",34.6195504676
"188","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 남포리 18-48",34.6265067254
"189","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 대구면 저두리 산 82-1",34.5254027143
"190","전라남도","강진군","지방도","55번","백도로",3,"","전라남도 강진군 도암면 석문리 1140",34.556239659
"191","전라남도","강진군","일반국도","13번","예향로",3,"","전라남도 강진군 성전면 송월리 106-2",34.701937
"192","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 도암면 덕서리 산36-1",34.591376
"193","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 송전리 848-2",34.6481697134
"194","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 군동면 삼신리 99-20",34.6273480903
"195","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 성전면 월평리 1203-3",34.694273
"196","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 서산리 84-28",34.6517087898
"197","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 칠량면 영동리 360-14",34.5693517448
"198","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 군동면 삼신리 856-13",34.614788
"199","전라남도","강진군","지방도","55번","백도로",3,"","전라남도 강진군 신전면 용월리 산15-8",34.513854
"200","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 대구면 저두리 63-3",34.5362655076
"201","전라남도","강진군","군도","18번","보은로",3,"","전라남도 강진군 강진읍 평동리 110-11",34.6338110026
"202","강원도","강릉시","시도","","화부산로",1,"강원도 강릉시 화부산로 127","강원도 강릉시 교동 787-2",37.76546575
"203","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로12번길 8","강원도 강릉시 금학동 1-9",37.75517918
"204","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로 9","강원도 강릉시 성남동 309-3",37.75452647
"205","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로148","강원도 강릉시 옥천동 351",37.76194786
"206","강원도","강릉시","시도","","창해로",1,"강원도 강릉시 창해로14번길 16","강원도 강릉시 견소동 286",37.77289488
"207","강원도","강릉시","시도","","창해로",1,"강원도 강릉시 창해로14번길 40","강원도 강릉시 견소동 158-1",37.771381
"208","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로 174","강원도 강릉시 교동 108-13",37.76360987
"209","강원도","강릉시","시도","","명륜로",1,"강원도 강릉시 명륜로 59","강원도 강릉시 교동 118-2",37.76502475
"210","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 32","강원도 강릉시 교동 1918",37.76481419
"211","강원도","강릉시","시도","","교동광장로",1,"강원도 강릉시 교동광장로 107","강원도 강릉시 교동 1880-3",37.7650359
"212","강원도","강릉시","시도","","하슬라로",1,"강원도 강릉시 하슬라로 173","강원도 강릉시 교동 1874-3",37.7655418
"213","강원도","강릉시","시도","","정원로",1,"강원도 강릉시 정원로 73-1","강원도 강릉시 교동 1912",37.76253665
"214","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 77","강원도 강릉시 유천동 789",37.75782957
"215","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 149","강원도 강릉시 임당동 201",37.75452069
"216","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2189","강원도 강릉시 포남동 1197-35",37.76070279
"217","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 192","강원도 강릉시 교동 162-209",37.75820705
"218","강원도","강릉시","시도","","회산로",1,"강원도 강릉시 회산로","강원도 강릉시 회산동 581",37.73981549
"219","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로2664","강원도 강릉시 견소동 280-6",37.7704381
"220","강원도","강릉시","시도","","노가니길",1,"강원도 강릉시 노가니길 31","강원도 강릉시 노암동 824-10",37.74759398
"221","강원도","강릉시","시도","","노가니길",1,"강원도 강릉시 노가니길 14","강원도 강릉시 노암동 279-23",37.7489478
"222","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로2310번길 7","강원도 강릉시 포남동 1278-181",37.7670985
"223","강원도","강릉시","시도","","신대학길",1,"강원도 강릉시 신대학길 17","강원도 강릉시 성내동 34",37.75326473
"224","강원도","강릉시","시도","","중앙시장3길",1,"강원도 강릉시 중앙시장3길 23","강원도 강릉시 성남동 210",37.751842
"225","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로","강원도 강릉시 견소동 206-1",37.7737695149
"226","강원도","강릉시","시도","","화부산로",1,"강원도 강릉시 화부산로 89","강원도 강릉시 교1동 1133-2",37.764367
"227","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2448","강원도 강릉시 송정동 159-7",37.77290005
"228","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 178","강원도 강릉시 임당동 200",37.75697057
"229","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로 176","강원도 강릉시 교동 118",37.76453037
"230","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 9","강원도 강릉시 교동 1775",37.76292078
"231","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 90","강원도 강릉시 교동 1929",37.77000657
"232","강원도","강릉시","시도","","시장길",1,"강원도 강릉시 주문진읍 시장길 58","강원도 강릉시 주문진읍 주문리 312-4",37.892873
"233","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로 62","강원도 강릉시 성남동 114-1",37.75179161
"234","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2251","강원도 강릉시 포남동 1147-5",37.76478282
"235","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2206","강원도 강릉시 포남동 1197-35",37.761475
"236","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2222","강원도 강릉시 포남동 1197-35",37.76251757
"237","강원도","강릉시","시도","","성덕포남로",1,"강원도 강릉시 성덕포남로 158","강원도 강릉시 포남동 1197-16",37.76663644
"238","강원도","강릉시","시도","","강릉대로",1,"강원도 강릉시 강릉대로 245","강원도 강릉시 교동 156-45",37.7600278
"239","강원도","강릉시","시도","","강릉대로",1,"강원도 강릉시 강릉대로 265","강원도 강릉시 교동 149-4",37.76133868
